Sentence,Sentence#
"2.",18309
"At the top, next to ""Product Name"", please click the drop down arrow and select the network connected PIXMA MX922. 3.",18310
"Click the Document button.",18311
"Scanning will begin.",18312
"Did this answer your question?",18313
"Please click the Accept as Solution button so that others may find the answer as well.",18314
"Hi, Moxie.",18315
"Welcome to the Canon Forums and thanks for your post!",18316
"You have done the recommend troubleshooting for this issue, which is to run through a few regular cleanings and then a deep cleaning.",18317
"The other alignment and bottom plate cleanings would have no effect.",18318
"At this point, the best thing to do would be to reach our U.S.-based technical support team.",18319
"They can be reached by 24/7 via Email at http://bitly.com/CanonEmail or by phone at 1-800-OK-CANON (1-800-652-2666) weekdays between 10 AM and 10 PM ET (7 AM to 7 PM PT) and they'll be happy to look into your options.",18320
"Thanks!",18321
"Jason, Thanks for your response.",18322
"I will call Canon asap.",18323
"My out of warranty 3-year-old Canon Pixma MX922 Printer has started printing blank (completely white) pages.",18324
"There is plenty of ink in all the cartridges and the cartridges are free and clear of any packaging tape.",18325
"I've performed ink nozzle checks and they barely print any data.",18326
"I've performed ""Cleaning"" and ""Deep Cleaning"" procedures with no luck.",18327
"I've turned the paper in the paper tray upside down in case the paper was not on the printing side.",18328
"What do you suggest I do?",18329
"There are alignment and roller/bottom plate cleaning procedures under ""Maintenance"" that I have not tried.",18330
"Which do you suggest I try.",18331
"Thanks.",18332
"Re: mx 922 not working because of new router - I am running windows 7 on an hp laptop.",18333
"The router is a gateway.",18334
"Everything worked fine until they connected the new router.",18335
"At first I could print 1 page and then it would say printer not responding.",18336
"I plugged it in with usb and it printed for a while and then kept saying printer is offline.",18337
"I don't know if I should totally uninstall the software and start new or not.",18338
"I have already reinstalled several times, and it still won't print.",18339
"I've seen that you tell people to click the menu and then settings.",18340
"My mx922 doesn't have a settings item.",18341
"I don't know where to go from here.",18342
"Any help will be appreciated.",18343
"Re: mx 922 not working because of new router - I am also having the same issue after I switched Internet providers and had to get a new Motorola modem and D-link router.",18344
"When I try to print I get a ""Printer Not Responding"" error message.",18345
"The printer has no problem connecting to the new wireless network but my HP desktop (Windows 7 Ultimate, 64bit) can't detect the printer.",18346
"I've all ready tried uninstalling and reinstalling all the software and drivers but that didn't help.",18347
"I even enabled and disabled LAN DRX settings.",18348
"The funny thing is my documents will print when I restart my computer and didn't cancel the printing job before restarting.",18349
"Turning the printer on and off again while a print job is waiting to be printed doesn't work.",18350
"I just had to replace my router/modem and now my mx922 printer won't print.",18351
"It can't seem to find the router, but it also won't print using the usb.",18352
"Re: MX922 Scanner stopped working all of a sudden. - very interesting . . .",18353
"it worked from paint, but only if the paper was on the glass.",18354
"Then I saved it as .png.",18355
"Now it's working by scanning to .pdf from the printer.",18356
"Hmmm . . .",18357
"I would never have guessed this.",18358
"Good, but why ?",18359
"Re: MX922 Scanner stopped working all of a sudden. - Hi, williampeck1958!",18360
"So that the Community can help you better, we will need to know exactly which operating system is running on your computer.",18361
"Also, you mentioned that it prints properly via USB.",18362
"Is this how your printer is normally connected to your computer, or do you normally use a wireless connection?",18363
"If this is a time-sensitive matter, our US-based technical support team is standing by, ready to help 24/7 via Email at http://bit.ly/EmailCanon or by phone at 1-800-OK-CANON (1-800-652-2666) weekdays between 10 AM and 10 PM ET (7 AM to 7 PM PT).",18364
"Thanks and have a great day!",18365
"Re: MX922 Scanner stopped working all of a sudden. - Hi williampeck1958, To see if the scanner can scan at all from the computer, I would like to have you try and scan from the Microsoft Paint program.",18366
"To attempt to scan from Microsoft Paint, please follow these steps: 1.",18367
"Go to your START Menu, select ALL PROGRAMS, then ACCESSORIES, then MICROSOFT PAINT.",18368
"2.",18369
"Once inside of Paint, in the upper left corner you will see a blue square; please click on that and select FROM SCANNER OR CAMERA.",18370
